1,19.45271429217631
2,19.49560478910145
3,18.927240322438074
4,19.225246426728667
5,19.2785760036027
6,18.797326897032743
7,18.99038897130753
8,19.015152693712867
9,19.537557365827382
10,18.877487216957764
11,19.041394440165547
12,19.006012178552165
13,18.70263086386619
14,18.598577248370447
15,19.026450285162227
16,18.604729732550062
17,18.618661998238558
18,18.68370878580191
19,18.531135169114712
20,18.345894634459135
21,17.70928107499057
22,17.822455759434277
23,18.032716165258904
24,17.170699530187402
25,17.595104501579076
26,17.355348275428266
27,16.963010260637937
28,16.31339660208382
29,16.6435343280813
30,16.93311412417203
31,16.787810268549492
32,16.254484205700596
33,16.421343011010208
34,15.981106282333275
35,15.489971264552679
36,15.288577495026434
37,15.679108965847803
38,15.63940935914027
39,15.522317241914983
40,15.181937345910379
41,14.93495824379678
42,14.737584454638439
43,15.377970923400056
44,15.00308246620661
45,14.87807892582643
46,14.486103811128132
47,13.838242217329007
48,13.702139884307659
49,13.606065098239508
50,13.423831307722605
51,12.825803169911087
52,13.057861059411309
53,12.442800582783523
54,13.16572820086752
55,13.318832478148106
56,12.408228652729075
57,12.095617167052364
58,12.563015075068309
59,12.615437505306014
60,12.81331824995127
61,11.804452313916585
62,12.21643516208249
63,11.96126650319409
64,11.313564184683312
65,11.371573351978611
66,11.435715955788513
67,11.455345492714198
68,11.798172866122618
69,11.593662273710883
70,11.42782854572318
71,11.101292286657838
72,11.176272947297637
73,10.799287006228653
74,10.824673719079815
75,10.87443866885528
76,11.433419343983669
77,10.897396221536852
78,11.031463265428489
79,11.236723422504925
80,10.289523519002364
81,10.342540942847183
82,10.19758703590104
83,10.337490357265365
84,10.829795161711935
85,11.039168527948107
86,11.212781141103662
87,10.850756426567063
88,10.350025674550292
89,10.397113226491221
90,10.693829651999906
91,10.407177904155418
92,10.491912536249039
93,10.170987383757852
94,10.59373376925759
95,9.978188717295282
96,10.47747708030706
97,9.974252352642488
98,9.528134256082158
99,10.134947560446207
100,10.557929863548146
101,10.71451425398934
102,9.625008127771808
103,9.185553516849438
104,10.568105389227167
105,9.804615946592044
106,10.11303631006733
107,10.268025938338578
108,9.905926224737424
109,9.27889111501402
110,9.189790566389028
111,9.295385100253371
112,10.02344669704635
113,9.348650814800083
114,9.620323498341001
115,8.946019945758763
116,9.33785193083228
117,9.59765354363639
118,9.133896178512432
119,9.628119541919238
120,9.185092874215188
121,9.400705828854864
122,9.527474863691484
123,9.712160603597832
124,8.695143059426552
125,9.457979842946447
126,9.012686297311848
127,9.373180518503556
128,8.768956511143926
129,9.170569315140963
130,9.767073602421535
131,9.061651804917148
132,9.8336360361034
133,9.191494946116881
134,9.415277734550948
135,9.326441306711512
136,9.372568657375872
137,9.204838515557821
138,9.23754557412331
139,8.173300851642301
140,8.546444140793591
141,8.522232847002218
142,9.52152992970123
143,8.97238076314075
144,9.209758576897858
145,9.242182806808607
146,8.964897422309821
147,8.383768725474763
148,8.599404742750437
149,8.51108660062225
150,8.825482386088813
151,8.584767783020926
152,9.323789564793458
153,8.291756090683169
154,8.510535872506832
155,8.198149989589847
156,8.338440534346969
157,8.532509629943892
158,9.621006143017208
159,9.347716794594753
160,8.76245179640199
161,8.906381171720309
162,8.598343892940797
163,9.310268303586383
164,8.461298597579551
165,8.643228142547862
166,8.568900643761367
167,8.30217305311827
168,8.770675901361532
169,9.04327223523394
170,9.433791340508112
171,8.73461879094609
172,8.566535821840379
173,9.15227611446508
174,9.12657384115979
175,8.560162892871084
176,8.722492387845652
177,8.144563451765755
178,8.513705394879045
179,8.770929788529884
180,8.642324317890129
181,8.465760791015686
182,8.50216104252112
183,8.68860655802634
184,8.272724271781668
185,7.925717378417467
186,8.264777651010583
187,8.384363955208709
188,8.928287090683037
189,7.927535401519098
190,8.002193823015247
191,8.940129716109928
192,8.223396632834906
193,8.285875588828553
194,7.938532352177246
195,8.510955300364135
196,8.096810654602827
197,8.565185922078282
198,8.42302466957096
199,7.710256400788394
200,8.627151046993333
